This file was created by using the 202604 CRSP database.
It contains value-weighted returns for the intersections of  2 ME portfolios
and  3 BE/ME portfolios. 

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME at the end of December of the prior year.

Missing data are indicated by -99.99 or -999.

The break points use Compustat firms plus the firms hand-collected from the
Moodys Industrial, Transportation, Utilities, and Financials Manuals.

The  portfolios  use Compustat firms plus the firms hand-collected from the
Moodys Industrial, Transportation, Utilities, and Financials Manuals.


  Average Value Weighted Returns -- Daily
,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
20131001,   1.15,   0.99,   0.77,   1.06,   1.02,   1.14
20131002,   0.07,  -0.35,  -0.30,  -0.09,  -0.11,  -0.08
20131003,  -1.14,  -1.00,  -0.76,  -0.84,  -0.83,  -0.75
20131004,   0.81,   0.83,   0.51,   0.82,   0.72,   1.03
20131007,  -0.99,  -0.91,  -0.63,  -1.09,  -1.01,  -1.15
20131008,  -2.46,  -1.43,  -1.09,  -1.79,  -1.24,  -1.13
20131009,  -0.93,  -0.13,  -0.06,  -0.53,  -0.11,   0.08
20131010,   2.55,   2.08,   1.75,   2.14,   2.10,   2.40
20131011,   1.16,   1.30,   1.19,   0.75,   0.86,   0.81
20131014,   0.43,   0.59,   0.50,   0.41,   0.32,   0.44
20131015,  -0.95,  -0.64,  -0.35,  -1.00,  -0.94,  -0.70
20131016,   1.31,   1.02,   0.94,   1.39,   1.07,   1.56
20131017,   1.21,   0.90,   0.72,   0.77,   0.96,   0.84
20131018,   0.50,   0.96,   0.85,   0.66,   0.78,   0.63
20131021,  -0.09,  -0.05,   0.18,   0.03,  -0.06,   0.02
20131022,  -0.03,   0.16,   0.24,   0.59,   0.75,   0.47
20131023,  -0.33,  -0.35,  -0.46,  -0.56,  -0.57,  -0.76
20131024,   0.64,   0.65,   0.60,   0.65,   0.22,  -0.01
20131025,  -0.14,   0.04,  -0.02,   0.18,   0.40,   0.40
20131028,  -0.24,  -0.15,   0.04,   0.00,   0.01,   0.09
20131029,   0.36,   0.43,   0.35,   0.60,   0.43,   0.74
20131030,  -1.62,  -1.24,  -0.76,  -0.88,  -0.54,  -0.70
20131031,  -0.66,  -0.53,  -0.52,  -0.22,  -0.13,  -0.50
20131101,  -0.28,  -0.49,  -0.38,   0.12,   0.10,   0.48
20131104,   1.00,   1.16,   0.72,   0.72,   0.75,   0.83
20131105,  -0.08,  -0.38,  -0.11,  -0.31,  -0.49,  -0.25
20131106,  -0.91,  -0.16,   0.09,  -0.16,   0.15,   0.05
20131107,  -1.70,  -1.36,  -1.10,  -1.80,  -1.56,  -1.62
20131108,   2.29,   1.51,   1.39,   1.44,   1.30,   2.11
20131111,   0.22,   0.12,   0.09,   0.37,   0.26,   0.20
20131112,   0.12,  -0.05,  -0.39,  -0.03,  -0.19,  -0.77
20131113,   1.22,   0.88,   0.81,   1.04,   1.00,   1.05
20131114,  -0.13,   0.04,  -0.08,   0.42,   0.51,   0.61
20131115,   0.86,   0.41,   0.21,   0.54,   0.29,   0.24
20131118,  -0.88,  -0.57,  -0.44,  -0.75,  -0.65,  -0.45
20131119,  -0.55,  -0.40,  -0.38,  -0.61,  -0.55,  -0.32
20131120,  -0.04,  -0.21,   0.06,  -0.31,  -0.37,  -0.13
20131121,   2.01,   1.63,   1.03,   1.18,   1.01,   1.07
20131122,   0.34,   0.57,   0.63,   0.52,   0.36,   0.44
20131125,   0.27,   0.10,   0.26,  -0.14,  -0.27,  -0.15
20131126,   1.21,   0.98,   0.53,   0.34,   0.09,   0.01
20131127,   0.74,   0.80,   0.93,   0.27,   0.13,   0.16
20131129,   0.57,   0.51,   0.52,  -0.07,  -0.14,  -0.09
20131202,  -1.18,  -1.32,  -0.66,  -0.36,  -0.11,  -0.17
20131203,  -0.52,  -0.42,  -0.40,  -0.36,  -0.37,  -0.47
20131204,  -0.18,  -0.08,  -0.20,  -0.16,  -0.13,  -0.02
20131205,   0.05,   0.03,  -0.10,  -0.10,  -0.26,  -0.60
20131206,   0.56,   0.76,   0.85,   0.85,   0.94,   1.00
20131209,  -0.40,  -0.25,  -0.35,   0.15,   0.01,   0.14
20131210,  -0.72,  -0.77,  -0.37,  -0.32,  -0.24,  -0.22
20131211,  -1.65,  -1.10,  -1.09,  -1.36,  -1.44,  -1.59
20131212,   0.00,   0.19,   0.12,  -0.18,  -0.12,   0.09
20131213,   0.23,   0.42,   0.36,   0.31,   0.24,   0.11
20131216,   1.05,   1.08,   0.86,   0.71,   0.83,   0.61
20131217,  -0.14,   0.18,  -0.05,  -0.06,  -0.13,  -0.23
20131218,   1.02,   0.92,   0.79,   1.41,   1.24,   1.31
20131219,  -0.28,  -0.34,  -0.25,  -0.25,  -0.24,  -0.04
20131220,   2.02,   1.72,   1.23,   0.99,   0.97,   0.67
20131223,   1.27,   1.17,   0.98,   0.66,   0.67,   0.72
20131224,   0.48,   0.44,   0.50,   0.36,   0.44,   0.46
20131226,   0.37,   0.19,   0.01,   0.30,   0.25,   0.17
20131227,   0.02,   0.09,   0.15,  -0.09,   0.14,   0.10
20131230,   0.31,   0.07,  -0.08,   0.21,   0.10,  -0.03
20131231,   0.18,   0.37,   0.43,   0.41,   0.46,   0.46
20140102,  -0.19,  -0.60,  -0.24,  -0.90,  -1.13,  -0.96
20140103,   1.10,   0.32,   0.53,   0.14,   0.08,   0.19
20140106,  -0.29,  -0.52,  -0.30,  -0.53,  -0.49,  -0.37
20140107,   1.41,   0.88,   0.80,   0.86,   0.79,   0.61
20140108,   0.41,   0.19,  -0.13,   0.12,   0.11,   0.19
20140109,   1.07,  -0.18,  -0.07,  -0.01,   0.12,   0.18
20140110,   1.19,   0.23,   0.36,   0.57,   0.65,   0.04
20140113,  -0.86,  -1.18,  -0.72,  -1.59,  -1.34,  -1.53
20140114,   1.55,   1.39,   1.09,   1.36,   1.24,   0.95
20140115,   0.78,   0.86,   0.81,   0.41,   0.36,   0.46
20140116,   0.70,   0.15,   0.04,   0.06,  -0.08,  -0.30
20140117,  -0.20,  -0.23,   0.02,  -0.42,  -0.34,  -0.45
20140121,   0.81,   0.64,   0.95,   0.18,   0.33,   0.50
20140122,   0.26,   0.62,   0.77,   0.32,   0.39,   0.43
20140123,  -0.62,  -0.73,  -0.70,  -0.81,  -0.77,  -1.29
20140124,  -2.62,  -2.23,  -1.98,  -2.34,  -2.29,  -2.53
20140127,  -2.14,  -1.25,  -0.92,  -0.81,  -0.63,  -0.65
20140128,   1.17,   0.83,   0.60,   1.13,   0.87,   0.86
20140129,  -1.40,  -1.11,  -0.58,  -1.12,  -0.92,  -1.17
20140130,   1.59,   1.52,   0.87,   1.45,   1.05,   1.10
20140131,  -0.91,  -0.96,  -0.77,  -0.61,  -0.31,  -0.87
20140203,  -3.20,  -2.73,  -2.19,  -2.89,  -2.81,  -2.89
20140204,   0.66,   0.64,   0.31,   1.02,   0.89,   0.79
20140205,  -1.08,  -0.84,  -0.79,  -0.25,  -0.22,  -0.20
20140206,   0.62,   0.99,   0.55,   1.48,   1.48,   1.22
20140207,   1.77,   0.94,   0.67,   1.49,   1.08,   1.01
20140210,   1.02,   0.27,   0.42,   0.31,   0.01,   0.13
20140211,   0.52,   1.05,   0.90,   0.85,   1.08,   1.12
20140212,   0.23,   0.06,   0.35,   0.46,   0.17,   0.28
20140213,   1.34,   1.19,   1.01,   0.90,   0.79,   0.80
20140214,  -0.01,   0.35,   0.27,   0.25,   0.60,   0.73
20140218,   1.48,   0.89,   1.08,   0.45,   0.48,   0.49
20140219,  -1.04,  -1.01,  -0.92,  -0.44,  -0.66,  -1.11
20140220,   1.37,   1.19,   0.90,   0.83,   0.98,   0.52
20140221,   0.31,  -0.06,   0.11,   0.14,  -0.13,   0.18
20140224,   0.59,   0.77,   0.75,   0.57,   0.52,   0.69
20140225,   0.10,  -0.31,  -0.40,   0.04,  -0.17,  -0.31
20140226,   0.55,   0.64,   0.58,   0.39,   0.33,   0.12
20140227,   0.63,   0.61,   0.94,   0.47,   0.40,   0.65
20140228,  -1.05,  -0.32,  -0.06,  -0.08,   0.31,   0.47
20140303,  -0.32,  -0.46,  -0.14,  -0.67,  -0.66,  -0.68
20140304,   2.66,   2.51,   2.04,   1.70,   1.51,   1.81
20140305,   0.36,   0.11,   0.16,  -0.17,  -0.19,   0.22
20140306,  -0.30,   0.24,   0.46,   0.06,   0.32,   0.39
20140307,  -0.16,   0.19,   0.36,   0.00,   0.14,   0.35
20140310,   0.00,   0.14,   0.08,  -0.35,  -0.36,  -0.19
20140311,  -1.44,  -1.09,  -0.95,  -0.64,  -0.76,  -0.80
20140312,   0.32,   0.53,  -0.08,   0.19,   0.08,   0.11
20140313,  -1.31,  -1.04,  -0.97,  -1.43,  -1.00,  -1.01
20140314,   0.45,   0.24,   0.14,   0.06,   0.23,   0.11
20140317,   0.75,   0.57,   0.57,   0.80,   0.75,   0.83
20140318,   1.49,   1.20,   0.94,   0.94,   0.77,   0.84
20140319,  -0.34,  -0.52,  -0.14,  -0.66,  -0.59,   0.04
20140320,   0.10,   0.17,   0.41,   0.18,   0.29,   0.94
20140321,  -0.56,   0.02,   0.18,  -0.61,  -0.01,   0.28
20140324,  -2.18,  -1.23,  -0.86,  -1.06,  -0.72,  -0.33
20140325,  -0.25,   0.08,  -0.03,  -0.12,   0.22,   0.17
20140326,  -2.50,  -2.12,  -1.60,  -0.96,  -0.96,  -0.85
20140327,  -0.28,  -0.30,  -0.50,  -0.20,  -0.14,  -0.42
20140328,  -0.49,   0.15,   0.22,   0.45,   0.74,   0.64
20140331,   1.92,   1.71,   1.28,   1.09,   1.18,   1.41
20140401,   1.42,   1.26,   1.13,   1.26,   0.86,   0.66
20140402,   0.35,   0.50,   0.40,   0.39,   0.44,   0.30
20140403,  -1.78,  -0.92,  -0.72,  -0.74,   0.02,   0.07
20140404,  -2.68,  -2.11,  -1.67,  -1.77,  -1.21,  -1.16
20140407,  -1.77,  -1.53,  -1.10,  -1.67,  -1.67,  -1.68
20140408,   0.81,   0.74,   0.59,   0.69,   0.61,   0.41
20140409,   1.94,   1.23,   0.92,   1.57,   1.03,   0.83
20140410,  -3.38,  -2.41,  -1.84,  -2.64,  -1.99,  -2.17
20140411,  -1.82,  -1.28,  -0.49,  -1.44,  -1.08,  -1.25
20140414,  -0.51,   0.25,  -0.25,   0.63,   0.67,   0.62
20140415,  -0.31,  -0.09,  -0.38,   0.65,   0.62,   0.56
20140416,   1.44,   1.13,   0.81,   1.31,   1.05,   0.98
20140417,   0.48,   0.56,   0.64,   0.33,   0.23,   0.33
20140421,   0.98,   0.65,   0.56,   0.34,   0.28,   0.25
20140422,   1.81,   1.10,   0.80,   0.75,   0.56,   0.83
20140423,  -1.22,  -0.75,  -0.39,  -0.59,  -0.08,   0.26
20140424,  -0.35,  -0.29,  -0.16,  -0.12,   0.27,  -0.12
20140425,  -2.42,  -1.75,  -1.40,  -1.47,  -1.05,  -0.96
20140428,  -0.91,  -0.71,  -0.54,  -0.28,  -0.23,  -0.40
20140429,   0.54,   0.14,  -0.13,   0.61,   0.46,   0.50
20140430,   0.59,   0.33,   0.22,   0.62,   0.41,   0.59
20140501,  -0.15,  -0.12,  -0.36,   0.04,   0.17,   0.16
20140502,  -0.56,   0.22,   0.20,   0.09,   0.02,   0.31
20140505,  -0.04,  -0.33,   0.06,   0.18,   0.17,  -0.36
20140506,  -2.01,  -1.51,  -1.22,  -1.13,  -0.78,  -1.03
20140507,  -1.07,  -0.31,  -0.29,  -0.17,   0.59,   1.00
20140508,  -1.76,  -1.29,  -1.00,  -0.28,  -0.36,  -0.18
20140509,   1.07,   0.95,   0.70,   0.35,   0.07,   0.13
20140512,   2.62,   2.35,   1.94,   1.65,   1.27,   1.43
20140513,  -0.78,  -0.87,  -0.54,  -0.25,  -0.21,  -0.20
20140514,  -1.25,  -1.66,  -1.45,  -0.66,  -0.63,  -1.11
20140515,  -0.61,  -0.55,  -0.82,  -0.84,  -0.84,  -1.08
20140516,   0.52,   0.57,   0.24,   0.57,   0.46,   0.09
20140519,   1.09,   0.95,   0.81,   0.61,   0.37,   0.70
20140520,  -1.49,  -1.41,  -0.94,  -1.15,  -0.94,  -0.90
20140521,   0.17,   0.32,   0.36,   0.69,   0.67,   0.64
20140522,   1.25,   0.96,   0.49,   0.62,   0.41,   0.40
20140523,   1.35,   0.94,   0.89,   0.70,   0.52,   0.46
20140527,   1.63,   1.39,   1.02,   0.83,   0.56,   0.63
20140528,   0.00,  -0.23,  -0.18,  -0.27,  -0.13,  -0.02
20140529,   0.31,   0.32,   0.34,   0.59,   0.47,   0.64
20140530,  -0.90,  -0.38,  -0.23,  -0.08,  -0.01,  -0.14
20140602,  -1.25,  -0.54,  -0.59,   0.09,   0.22,   0.37
20140603,  -0.63,  -0.48,  -0.32,  -0.08,   0.08,   0.02
20140604,   0.27,   0.21,   0.18,   0.37,   0.33,   0.72
20140605,   2.24,   1.97,   1.48,   0.79,   0.93,   0.72
20140606,   1.09,   0.90,   0.82,   0.72,   0.62,   0.62
20140609,   1.76,   0.77,   0.93,   0.29,   0.20,   0.26
20140610,   0.38,   0.02,  -0.07,  -0.16,  -0.25,  -0.03
20140611,  -0.18,  -0.41,  -0.36,  -0.22,  -0.42,  -0.44
20140612,  -0.37,  -0.38,  -0.32,  -0.77,  -0.54,  -0.52
20140613,   0.39,  -0.01,  -0.04,   0.31,   0.34,   0.39
20140616,   0.95,   0.27,  -0.02,   0.25,   0.12,  -0.11
20140617,   0.92,   0.83,   0.86,   0.64,   0.41,   1.08
20140618,   0.35,   0.51,   0.49,   0.63,   0.70,   0.62
20140619,  -0.08,   0.02,  -0.01,   0.04,   0.25,   0.12
20140620,   0.10,   0.26,   0.43,   0.23,   0.21,   0.15
20140623,  -0.18,  -0.20,  -0.38,   0.01,  -0.08,  -0.05
20140624,  -1.21,  -0.87,  -0.93,  -0.65,  -0.78,  -0.92
20140625,   0.61,   0.66,   0.63,   0.53,   0.59,   0.56
20140626,  -0.07,  -0.12,  -0.06,  -0.07,  -0.14,   0.04
20140627,   0.87,   0.76,   1.05,   0.40,   0.42,   0.25
20140630,   0.24,   0.22,   0.30,   0.22,   0.38,   0.36
20140701,   1.18,   1.20,   0.95,   0.78,   0.75,   0.39
20140702,  -0.12,  -0.18,  -0.13,  -0.21,  -0.30,  -0.39
20140703,   0.59,   0.71,   0.61,   0.68,   0.60,   0.48
20140707,  -2.25,  -1.78,  -1.24,  -1.04,  -0.88,  -0.71
20140708,  -2.21,  -1.15,  -1.04,  -1.24,  -0.73,  -0.57
20140709,   0.08,   0.08,   0.10,   0.43,   0.35,   0.32
20140710,  -1.18,  -0.90,  -0.92,  -0.58,  -0.59,  -0.58
20140711,   0.31,  -0.24,  -0.03,  -0.04,   0.03,  -0.10
20140714,   0.67,   0.55,   0.48,   0.38,   0.38,   0.23
20140715,  -1.76,  -1.03,  -0.74,  -0.67,  -0.26,  -0.09
20140716,  -0.36,  -0.34,   0.08,  -0.03,   0.40,   0.17
20140717,  -2.00,  -1.46,  -1.06,  -1.24,  -1.21,  -1.28
20140718,   1.92,   1.28,   0.94,   1.20,   1.14,   1.06
20140721,  -0.24,  -0.43,  -0.29,  -0.31,  -0.22,  -0.28
20140722,   0.92,   0.93,   0.53,   0.64,   0.66,   0.29
20140723,   0.71,  -0.13,   0.13,   0.14,  -0.09,   0.01
20140724,  -0.11,  -0.27,  -0.28,   0.34,   0.10,   0.25
20140725,  -0.92,  -0.88,  -0.46,  -0.50,  -0.66,  -0.49
20140728,  -0.99,  -0.51,  -0.22,  -0.26,  -0.19,   0.00
20140729,   0.62,   0.15,  -0.22,   0.03,  -0.65,  -0.56
20140730,   0.74,   0.41,   0.46,   0.36,   0.09,  -0.28
20140731,  -2.31,  -1.84,  -1.29,  -2.21,  -1.96,  -1.85
20140801,  -0.96,  -0.75,  -0.60,  -0.16,  -0.29,  -0.33
20140804,   0.81,   0.63,   0.32,   0.84,   0.78,   0.48
20140805,  -0.04,  -0.04,  -0.15,  -0.47,  -0.87,  -0.71
20140806,   0.39,   0.37,   0.49,  -0.02,  -0.16,   0.14
20140807,  -0.62,  -0.75,  -0.35,  -0.35,  -0.64,  -0.50
20140808,   1.02,   0.79,   0.58,   1.18,   1.33,   1.19
20140811,   1.20,   0.88,   0.76,   0.63,   0.43,   0.25
20140812,  -0.98,  -0.75,  -0.47,  -0.43,  -0.35,  -0.12
20140813,   0.76,   0.40,   0.48,   0.80,   0.74,   0.62
20140814,   0.24,   0.20,   0.17,   0.46,   0.45,   0.39
20140815,  -0.20,  -0.20,  -0.23,   0.03,  -0.01,  -0.02
20140818,   1.29,   1.25,   1.02,   1.13,   1.00,   0.82
20140819,   0.33,   0.60,   0.24,   0.52,   0.47,   0.49
20140820,  -0.81,  -0.55,  -0.20,   0.16,   0.31,   0.24
20140821,  -0.16,   0.45,   0.36,   0.05,   0.17,   0.42
20140822,   0.23,   0.31,   0.14,   0.16,  -0.14,  -0.19
20140825,   0.53,   0.30,   0.25,   0.60,   0.38,   0.61
20140826,   1.09,   0.62,   0.49,   0.33,   0.17,   0.16
20140827,  -0.06,  -0.19,   0.07,  -0.19,   0.02,   0.13
20140828,  -0.54,  -0.53,  -0.32,  -0.19,  -0.04,  -0.15
20140829,   0.87,   0.67,   0.52,   0.51,   0.43,   0.59
20140902,   0.18,   0.62,   0.48,   0.33,   0.16,  -0.17
20140903,  -0.82,  -0.60,  -0.42,  -0.21,  -0.16,  -0.05
20140904,  -0.23,  -0.22,  -0.32,  -0.32,  -0.20,  -0.43
20140905,  -0.04,   0.12,   0.21,   0.39,   0.42,   0.31
20140908,   0.98,   0.33,   0.12,   0.00,  -0.29,  -0.41
20140909,  -1.27,  -1.01,  -0.74,  -0.85,  -0.78,  -0.84
20140910,   0.89,   0.30,   0.27,   0.54,   0.23,   0.31
20140911,   0.45,   0.54,   0.25,   0.22,   0.31,   0.51
20140912,  -0.73,  -0.62,  -0.37,  -0.61,  -0.78,  -0.58
20140915,  -1.58,  -1.13,  -0.99,  -0.80,  -0.37,  -0.06
20140916,  -0.16,   0.12,   0.10,   0.64,   0.58,   0.54
20140917,   0.54,   0.22,   0.24,   0.09,   0.09,   0.12
20140918,   0.03,   0.33,   0.24,   0.44,   0.36,   0.20
20140919,  -0.97,  -0.92,  -0.24,  -0.38,  -0.53,  -0.38
20140922,  -2.04,  -1.45,  -1.11,  -1.24,  -1.31,  -1.30
20140923,  -0.87,  -0.78,  -0.74,  -0.74,  -0.75,  -0.75
20140924,   1.09,   0.57,   0.00,   1.09,   0.54,   0.21
20140925,  -1.51,  -1.57,  -0.98,  -1.58,  -1.48,  -1.23
20140926,   0.97,   0.89,   0.46,   0.83,   0.70,   0.48
20140929,   0.29,   0.05,  -0.15,   0.02,  -0.23,   0.01
20140930,  -1.19,  -1.09,  -0.72,  -0.67,  -0.81,  -0.75
20141001,  -1.85,  -1.54,  -1.22,  -1.51,  -1.54,  -1.23
20141002,   1.37,   0.97,   0.56,   0.33,   0.19,   0.02
20141003,   1.07,   0.50,   0.17,   1.18,   0.81,   0.61
20141006,  -1.30,  -0.99,  -0.65,  -0.47,  -0.22,  -0.02
20141007,  -2.07,  -1.67,  -1.26,  -1.66,  -1.69,  -1.49
20141008,   1.08,   1.36,   0.83,   1.56,   1.46,   1.36
20141009,  -2.68,  -2.48,  -1.92,  -2.21,  -2.59,  -2.71
20141010,  -1.41,  -1.32,  -0.69,  -1.86,  -1.78,  -1.32
20141013,  -0.06,  -0.41,  -0.23,  -1.82,  -1.96,  -1.57
20141014,   0.78,   0.78,   0.52,   0.68,   0.54,   0.46
20141015,   1.76,   1.16,   0.49,   0.24,   0.05,  -0.73
20141016,   1.59,   1.62,   1.29,   0.72,   0.91,   1.01
20141017,  -0.22,  -0.25,  -0.33,   1.09,   1.18,   0.68
20141020,   1.18,   0.82,   0.60,   1.18,   1.00,   0.89
20141021,   1.27,   1.49,   0.99,   2.28,   2.51,   2.12
20141022,  -1.55,  -1.16,  -1.00,  -1.29,  -1.23,  -0.83
20141023,   1.91,   1.44,   1.01,   1.45,   1.68,   1.03
20141024,   0.27,   0.05,  -0.10,   0.74,   0.54,   0.33
20141027,  -0.33,  -0.27,  -0.27,  -0.23,  -0.46,  -0.60
20141028,   2.61,   2.81,   1.88,   1.60,   1.84,   1.74
20141029,  -0.42,  -0.38,   0.21,  -0.50,  -0.25,   0.18
20141030,   1.07,   0.76,   0.42,   0.68,   0.35,   0.23
20141031,   0.96,   1.43,   0.91,   1.31,   1.52,   1.31
20141103,  -0.24,  -0.45,  -0.29,   0.01,   0.00,  -0.19
20141104,  -0.25,  -0.41,  -0.49,  -0.53,  -0.65,  -0.79
20141105,  -0.05,   0.26,   0.35,  -0.03,   0.96,   1.15
20141106,   0.56,   0.47,   0.25,   0.81,   0.73,  -0.01
20141107,   0.05,   0.17,   0.38,  -0.01,   0.27,   0.53
20141110,   0.72,   0.32,   0.11,   0.37,   0.16,  -0.07
20141111,   0.09,  -0.03,  -0.10,   0.17,   0.02,  -0.05
20141112,   0.64,   0.66,   0.41,   0.33,   0.16,  -0.10
20141113,  -1.14,  -1.11,  -0.78,  -0.27,  -0.46,  -0.57
20141114,  -0.10,   0.04,   0.12,   0.06,   0.25,   0.30
20141117,  -0.98,  -1.11,  -0.62,  -0.20,  -0.13,   0.07
20141118,   0.52,   0.38,   0.19,   0.62,   0.61,   0.38
20141119,  -1.27,  -0.97,  -0.97,  -0.21,  -0.24,  -0.35
20141120,   1.11,   1.03,   0.95,   0.48,   0.62,   0.75
20141121,   0.27,   0.24,   0.10,   0.57,   0.57,   0.61
20141124,   1.49,   1.16,   0.68,   0.74,   0.45,   0.02
20141125,  -0.36,  -0.09,  -0.03,  -0.06,  -0.10,  -0.20
20141126,   0.70,   0.34,   0.03,   0.15,  -0.05,  -0.30
20141128,  -1.25,  -1.70,  -1.64,  -0.33,  -1.36,  -1.97
20141201,  -2.23,  -1.68,  -1.49,  -1.31,  -1.18,  -0.97
20141202,   1.08,   1.16,   0.84,   0.55,   0.54,   0.54
20141203,   0.72,   0.81,   0.62,   0.60,   1.16,   0.78
20141204,  -0.71,  -0.66,  -0.29,  -0.32,  -0.48,  -0.44
20141205,   1.04,   0.87,   0.70,   0.31,   0.10,   0.28
20141208,  -1.64,  -1.76,  -1.52,  -1.02,  -1.45,  -1.19
20141209,   2.02,   2.26,   1.37,   0.35,   0.59,   0.73
20141210,  -2.37,  -2.35,  -1.97,  -1.86,  -2.23,  -2.22
20141211,   0.30,   0.31,   0.21,   0.60,   0.34,   0.28
20141212,  -0.54,  -0.91,  -0.97,  -1.33,  -1.71,  -1.87
20141215,  -1.63,  -0.74,  -0.98,  -0.53,  -0.64,  -1.12
20141216,  -0.44,  -0.04,   0.20,  -0.62,  -0.29,   0.03
20141217,   3.43,   2.65,   2.37,   2.35,   2.49,   2.69
20141218,   1.79,   1.46,   1.30,   2.12,   2.03,   2.04
20141219,   0.32,   0.40,   0.29,   0.56,   0.72,   1.10
20141222,   0.44,   0.65,   0.54,   0.24,   0.35,  -0.33
20141223,  -0.52,   0.35,   0.21,   0.17,   0.57,   0.87
20141224,   0.55,   0.39,   0.28,   0.12,   0.09,   0.01
20141226,   0.95,   0.57,   0.47,   0.38,   0.30,   0.32
20141229,  -0.13,   0.15,   0.44,   0.19,   0.37,   0.55
20141230,  -0.53,  -0.29,  -0.06,  -0.63,  -0.51,  -0.40
20141231,   0.54,  -0.04,  -0.05,  -0.70,  -0.88,  -1.02
20150102,   0.08,  -0.17,  -0.24,  -0.23,  -0.15,   0.05
20150105,  -1.08,  -1.38,  -1.11,  -1.73,  -2.25,  -2.65
20150106,  -1.78,  -1.74,  -1.24,  -1.26,  -1.26,  -1.32
20150107,   1.42,   1.03,   0.42,   1.26,   0.97,   0.70
20150108,   1.97,   1.57,   0.91,   1.85,   1.98,   1.66
20150109,  -0.69,  -0.71,  -0.58,  -0.77,  -0.84,  -1.05
20150112,  -0.23,  -0.61,  -0.21,  -0.69,  -1.10,  -1.14
20150113,  -0.40,  -0.05,  -0.01,  -0.08,  -0.28,  -0.27
20150114,  -0.19,  -0.47,  -0.63,  -0.53,  -0.43,  -0.64
20150115,  -2.67,  -1.96,  -1.30,  -1.33,  -1.19,  -1.18
20150116,   1.91,   1.37,   1.43,   1.37,   1.50,   1.58
20150120,  -0.39,  -0.83,  -0.80,   0.09,  -0.15,  -0.58
20150121,  -1.03,  -0.35,  -0.16,   0.64,   0.91,   1.01
20150122,   1.36,   1.74,   1.49,   1.43,   1.59,   1.67
20150123,  -0.01,  -0.21,  -0.49,  -0.24,  -0.53,  -0.72
20150126,   1.36,   0.97,   0.66,   0.75,   0.86,   1.01
20150127,  -0.20,  -0.27,  -0.20,  -0.83,  -0.74,  -0.34
20150128,  -1.31,  -1.55,  -1.32,  -1.39,  -1.53,  -2.21
20150129,   1.02,   1.22,   0.86,   0.90,   0.90,   0.84
20150130,  -1.91,  -1.74,  -1.13,  -1.15,  -1.12,  -0.68
20150202,   0.43,   0.90,   1.27,   1.10,   1.48,   2.06
20150203,   1.31,   1.84,   1.53,   1.73,   2.23,   2.41
20150204,  -0.46,  -0.52,  -0.49,  -0.28,  -0.56,  -0.70
20150205,   1.69,   1.44,   1.31,   1.16,   1.24,   1.50
20150206,  -0.16,   0.16,   0.15,  -0.17,  -0.07,  -0.05
20150209,  -0.48,  -0.25,  -0.23,  -0.45,  -0.30,  -0.35
20150210,   0.71,   0.29,  -0.04,   1.01,   0.87,   0.39
20150211,   0.07,  -0.10,  -0.03,   0.11,  -0.06,  -0.38
20150212,   1.25,   1.02,   0.83,   1.22,   1.05,   1.07
20150213,   0.90,   0.91,   0.58,   0.79,   0.75,   0.50
20150217,   0.60,   0.43,   0.24,   0.25,   0.18,   0.43
20150218,   0.67,  -0.04,  -0.15,   0.29,   0.25,  -0.25
20150219,   0.21,   0.29,   0.26,   0.21,   0.05,  -0.08
20150220,  -0.07,   0.03,  -0.19,   0.68,   0.59,   0.44
20150223,  -0.26,  -0.35,  -0.39,  -0.17,  -0.07,  -0.36
20150224,   0.50,   0.54,   0.48,   0.04,   0.38,   0.46
20150225,   0.72,   0.60,   0.30,   0.35,  -0.07,  -0.14
20150226,   0.64,   0.22,   0.07,  -0.13,  -0.34,  -0.76
20150227,  -0.76,  -0.30,  -0.27,  -0.40,  -0.35,  -0.16
20150302,   1.03,   0.81,   0.35,   0.85,   0.56,  -0.05
20150303,  -0.65,  -0.61,  -0.17,  -0.38,  -0.35,   0.04
20150304,  -0.27,  -0.41,  -0.23,  -0.49,  -0.35,  -0.56
20150305,   0.84,   0.20,   0.09,   0.21,  -0.01,   0.17
20150306,  -1.01,  -0.89,  -0.56,  -1.31,  -1.34,  -1.26
20150309,  -0.21,   0.11,   0.14,   0.31,   0.25,  -0.18
20150310,  -1.06,  -1.42,  -1.43,  -1.36,  -1.52,  -1.74
20150311,   0.42,   0.46,   0.04,   0.30,   0.27,   0.52
20150312,   1.36,   1.66,   1.38,   1.18,   1.09,   1.21
20150313,  -0.42,  -0.32,  -0.29,  -0.71,  -0.56,  -0.74
20150316,  -0.02,  -0.05,  -0.12,   1.15,   1.06,   0.98
20150317,   0.30,   0.09,   0.20,  -0.08,  -0.15,  -0.10
20150318,   0.69,   0.60,   0.51,   1.02,   1.46,   1.54
20150319,   0.77,   0.25,  -0.03,  -0.14,  -0.55,  -1.19
20150320,  -0.04,   0.57,   0.34,   0.66,   0.91,   1.31
20150323,   0.07,   0.21,   0.59,  -0.26,  -0.15,   0.02
20150324,   0.35,   0.25,   0.27,  -0.32,  -0.44,  -0.50
